epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2
98,2874,0.34255,0.30551,0.27273,0.0011,0.17918,0.75133,0.90764,0.92466,0.89649,0.75133,0.90764,0.92525,0.85256,0.28543,0.33044,0.44628,0.00118,0,0.000200049,0.000200049,0.000200049
99,2902.91,0.35509,0.32938,0.26501,0.00112,0.13649,0.85458,0.90285,0.95727,0.92949,0.85458,0.90285,0.9578,0.88434,0.27687,0.31713,0.34684,0.00115,0,0.000196379,0.000196379,0.000196379
100,2932.04,0.34388,0.30015,0.23281,0.0011,0.136,0.85092,0.92169,0.95434,0.92805,0.85092,0.92169,0.95434,0.88224,0.28118,0.32757,0.35863,0.00116,0,0.00019271,0.00019271,0.00019271
101,2961.08,0.33825,0.30623,0.24556,0.00109,0.13949,0.90827,0.91689,0.97048,0.94581,0.90827,0.91689,0.97048,0.90197,0.27005,0.31427,0.29479,0.00111,0,0.00018904,0.00018904,0.00018904
102,2990.64,0.3345,0.29846,0.24443,0.00107,0.13111,0.88507,0.8954,0.95806,0.92967,0.88507,0.8954,0.95806,0.89031,0.28196,0.32029,0.35073,0.00116,0,0.00018537,0.00018537,0.00018537
103,3019.77,0.3739,0.3413,0.25738,0.00119,0.12833,0.82179,0.89817,0.93668,0.90566,0.82293,0.89949,0.93802,0.87232,0.28682,0.33613,0.44283,0.00118,0,0.000181701,0.000181701,0.000181701
104,3048.6,0.34283,0.31618,0.24868,0.00112,0.14093,0.81414,0.91791,0.94972,0.92226,0.81414,0.91791,0.94989,0.88412,0.2742,0.33052,0.39467,0.00114,0,0.000178031,0.000178031,0.000178031
105,3077.69,0.33157,0.32582,0.22657,0.00105,0.11759,0.9221,0.90007,0.97074,0.94155,0.9221,0.90007,0.97089,0.89946,0.27889,0.3132,0.27718,0.00115,0,0.000174362,0.000174362,0.000174362
106,3106.65,0.33975,0.30437,0.21813,0.00109,0.1204,0.80662,0.8857,0.92655,0.90031,0.80662,0.8857,0.92665,0.86493,0.2862,0.32805,0.49991,0.00119,0,0.000170692,0.000170692,0.000170692
107,3136.1,0.33541,0.30589,0.22721,0.00103,0.1189,0.8581,0.86731,0.93835,0.91393,0.8581,0.86731,0.93836,0.87167,0.27801,0.32054,0.46703,0.00115,0,0.000167022,0.000167022,0.000167022
108,3165.19,0.32868,0.30027,0.22759,0.00106,0.14537,0.81092,0.87728,0.92951,0.9027,0.81092,0.87728,0.92965,0.85571,0.2834,0.3496,0.54281,0.00117,0,0.000163353,0.000163353,0.000163353
109,3194.3,0.33517,0.29419,0.22209,0.00109,0.11815,0.89403,0.90995,0.96616,0.93935,0.89403,0.90995,0.96616,0.89082,0.27806,0.31588,0.3116,0.00116,0,0.000159683,0.000159683,0.000159683
110,3223.47,0.33359,0.30362,0.22048,0.00106,0.11601,0.82471,0.89876,0.93852,0.9122,0.82471,0.89876,0.93888,0.87004,0.27745,0.33478,0.42832,0.00115,0,0.000156014,0.000156014,0.000156014
111,3252.67,0.32932,0.29304,0.2041,0.00105,0.11567,0.88197,0.89641,0.95786,0.93262,0.88197,0.89641,0.95786,0.89382,0.27101,0.32183,0.33305,0.00113,0,0.000152344,0.000152344,0.000152344
112,3281.79,0.33123,0.30009,0.2304,0.00109,0.12439,0.87475,0.88657,0.9535,0.9291,0.87475,0.88657,0.9535,0.88867,0.27013,0.32553,0.37555,0.00112,0,0.000148674,0.000148674,0.000148674
113,3311.13,0.33066,0.29245,0.1994,0.00105,0.11119,0.8745,0.90773,0.96244,0.93583,0.8745,0.90773,0.96244,0.90056,0.27173,0.32692,0.35845,0.00113,0,0.000145005,0.000145005,0.000145005
114,3340.14,0.33251,0.30458,0.20481,0.00107,0.11281,0.77564,0.86685,0.90831,0.88067,0.77564,0.86685,0.90831,0.84761,0.28607,0.36138,0.66211,0.00119,0,0.000141335,0.000141335,0.000141335
115,3369.33,0.33372,0.2966,0.19306,0.00106,0.1056,0.7867,0.92474,0.93939,0.90913,0.7867,0.92474,0.93974,0.88066,0.28495,0.33042,0.47004,0.00119,0,0.000137666,0.000137666,0.000137666
116,3398.52,0.33241,0.29046,0.20813,0.00106,0.12505,0.9255,0.9172,0.97148,0.94728,0.9255,0.9172,0.97148,0.90386,0.26669,0.31966,0.27163,0.0011,0,0.000133996,0.000133996,0.000133996
117,3428.06,0.33435,0.29827,0.21867,0.00108,0.11925,0.88652,0.85459,0.94399,0.91964,0.88786,0.85591,0.94591,0.87992,0.27095,0.31318,0.39777,0.00112,0,0.000130326,0.000130326,0.000130326
118,3456.92,0.32834,0.30453,0.20093,0.00098,0.11052,0.87588,0.87508,0.93729,0.91531,0.87588,0.87508,0.93729,0.87241,0.27003,0.32395,0.41343,0.00111,0,0.000126657,0.000126657,0.000126657
