feature,scope,roc_auc,d_prime,genuine_mean,impostor_mean,genuine_count,impostor_count,missing_scores
hog,fused,0.7569510472329337,0.9959227371494147,0.8873330949398398,0.8643712953646424,135,36180,0
hog,R1,0.8298794095364641,1.2835639722748868,0.9377120837567535,0.8960185484012734,135,36180,0
hog,R2,0.6472287605547734,0.5732522515139871,0.8954913869300584,0.8743927524475205,133,35112,1070
hog,R3,0.5835691609977524,0.3527773573187506,0.857673059187453,0.8401409155719396,126,31500,4689
hog,L1,0.6946782548163001,0.7209793698489259,0.9181085133125542,0.8928247918045735,135,36180,0
hog,L2,0.559427221428501,0.2634409849439875,0.8617047542727814,0.8501878644033949,134,35644,537
hog,L3,0.5965845603413455,0.3737438372981921,0.8495920730601663,0.8251455260901402,130,33540,2645
