epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2
29,635.856,0.46384,0.4083,0.42225,0.00155,0.26458,0.70124,0.93782,0.88342,0.82839,0.70026,0.9365,0.88186,0.75509,0.37237,0.56154,0.51848,0.00154,0,0.000453251,0.000453251,0.000453251
30,656.107,0.47278,0.39828,0.41703,0.00155,0.2584,0.69896,0.92371,0.89935,0.84009,0.69896,0.92371,0.89879,0.77611,0.37518,0.5726,0.54757,0.00157,0,0.000449582,0.000449582,0.000449582
31,676.478,0.46039,0.38556,0.37799,0.00149,0.22931,0.83174,0.88068,0.94205,0.88684,0.83174,0.88068,0.94089,0.81237,0.36019,0.49489,0.3852,0.00146,0,0.000445912,0.000445912,0.000445912
32,697.038,0.47465,0.38198,0.39916,0.00158,0.25502,0.93207,0.91385,0.97161,0.91341,0.93257,0.90972,0.97024,0.84259,0.36652,0.49613,0.30575,0.0015,0,0.000442242,0.000442242,0.000442242
33,717.249,0.4738,0.41433,0.43239,0.00153,0.25678,0.683,0.91708,0.8724,0.82268,0.68204,0.91575,0.87099,0.74755,0.36018,0.5576,0.57978,0.00148,0,0.000438573,0.000438573,0.000438573
34,737.593,0.45785,0.38399,0.38517,0.00146,0.24235,0.77835,0.8589,0.91067,0.86379,0.77704,0.85758,0.90914,0.77342,0.35051,0.55777,0.47778,0.00144,0,0.000434903,0.000434903,0.000434903
35,757.819,0.47575,0.40543,0.42438,0.00161,0.25896,0.91408,0.88023,0.96836,0.91953,0.91278,0.87891,0.96744,0.83389,0.35007,0.54694,0.31607,0.00143,0,0.000431234,0.000431234,0.000431234
36,778.222,0.4493,0.38938,0.44722,0.00152,0.26154,0.70829,0.92074,0.89517,0.84142,0.70722,0.91942,0.89347,0.76349,0.37078,0.52451,0.51006,0.00153,0,0.000427564,0.000427564,0.000427564
37,798.341,0.47417,0.42648,0.38956,0.00149,0.23548,0.90505,0.9141,0.94744,0.90161,0.9038,0.91277,0.94568,0.81893,0.33273,0.5519,0.36345,0.00137,0,0.000423894,0.000423894,0.000423894
38,818.541,0.46239,0.41022,0.44957,0.00157,0.29439,0.75457,0.9338,0.91971,0.86181,0.75351,0.93248,0.91767,0.7838,0.37158,0.5843,0.42892,0.00155,0,0.000420225,0.000420225,0.000420225
39,838.734,0.47642,0.41272,0.37509,0.00155,0.24006,0.81139,0.83878,0.92102,0.86974,0.80982,0.83754,0.91937,0.78769,0.35253,0.55952,0.46297,0.00145,0,0.000416555,0.000416555,0.000416555
40,859.163,0.46206,0.38495,0.39564,0.00147,0.24602,0.93512,0.915,0.97303,0.91481,0.93382,0.91368,0.97107,0.84145,0.36508,0.49894,0.31419,0.00149,0,0.000412886,0.000412886,0.000412886
41,879.387,0.47284,0.39475,0.41544,0.00154,0.25637,0.88692,0.90524,0.956,0.90386,0.88519,0.90408,0.95424,0.8186,0.35364,0.5347,0.36328,0.00145,0,0.000409216,0.000409216,0.000409216
42,899.647,0.45845,0.37874,0.37706,0.00146,0.22933,0.72206,0.91912,0.9088,0.86384,0.72206,0.91912,0.90747,0.79015,0.35769,0.51019,0.49402,0.00149,0,0.000405546,0.000405546,0.000405546
43,919.924,0.46218,0.38847,0.3865,0.00151,0.22773,0.71348,0.92702,0.91229,0.86785,0.71253,0.9257,0.91073,0.79123,0.34313,0.53066,0.47506,0.00142,0,0.000401877,0.000401877,0.000401877
44,940.402,0.45054,0.39062,0.36727,0.00145,0.2179,0.90027,0.90801,0.9689,0.92243,0.90027,0.90801,0.96689,0.83831,0.33853,0.56879,0.30517,0.0014,0,0.000398207,0.000398207,0.000398207
45,960.597,0.44262,0.36744,0.38073,0.00147,0.25776,0.80491,0.86997,0.93201,0.88073,0.80368,0.86864,0.9303,0.80158,0.36456,0.56945,0.42405,0.00153,0,0.000394538,0.000394538,0.000394538
46,980.771,0.44625,0.37403,0.36087,0.0015,0.22391,0.89084,0.89883,0.96472,0.91664,0.89084,0.89883,0.96389,0.83489,0.35032,0.53453,0.31401,0.00147,0,0.000390868,0.000390868,0.000390868
47,1000.8,0.46712,0.37325,0.35639,0.0016,0.22374,0.72936,0.96028,0.91584,0.86934,0.7283,0.95896,0.91503,0.7897,0.34968,0.52121,0.44274,0.00143,0,0.000387198,0.000387198,0.000387198
48,1021.16,0.44777,0.36609,0.34389,0.00145,0.21282,0.74545,0.91126,0.92047,0.87475,0.74324,0.91081,0.91912,0.79843,0.34923,0.55079,0.45617,0.00144,0,0.000383529,0.000383529,0.000383529
49,1041.3,0.42079,0.36586,0.32364,0.00141,0.18991,0.9527,0.94516,0.97532,0.92984,0.9527,0.94516,0.97463,0.8344,0.33791,0.53365,0.25348,0.00138,0,0.000379859,0.000379859,0.000379859
50,1061.79,0.43449,0.36854,0.35493,0.00142,0.243,0.71011,0.94464,0.91529,0.8738,0.70964,0.94426,0.91424,0.79201,0.34544,0.52599,0.46183,0.00144,0,0.00037619,0.00037619,0.00037619
51,1082.26,0.45326,0.3876,0.38203,0.00148,0.21882,0.84355,0.84392,0.9206,0.87406,0.84355,0.84392,0.91881,0.79316,0.34496,0.53395,0.43553,0.00142,0,0.00037252,0.00037252,0.00037252
52,1103,0.43397,0.36805,0.3689,0.00143,0.23198,0.81394,0.89834,0.9426,0.89427,0.81266,0.89702,0.94053,0.79612,0.34724,0.51054,0.38151,0.00144,0,0.00036885,0.00036885,0.00036885
53,1123.38,0.43273,0.35998,0.3598,0.00144,0.23365,0.7079,0.95148,0.90345,0.85183,0.7094,0.95079,0.90267,0.79149,0.36496,0.5188,0.51739,0.00152,0,0.000365181,0.000365181,0.000365181
